image_name,MUSIQ,NIQE,BRISQUE,Laplacian_variance,MUSIQ_pass,NIQE_pass,BRISQUE_pass,Laplacian_pass,final_score,final_pass,image_path
aircraft1_missing_head_001.jpg,27.5327,7.5104,70.277,24.2029,True,True,False,True,97.7671,False,blur_images\blur_1\aircraft1_missing_head_001.jpg
